	SentenceId	Clause Text	Codes	ExperimentValues	Paragraph	Headings	FloatingBox?	Discourse Type	Offset_Begin	Offset_End	fig_spans
0	s1	Mechanisms through which	[]		-		FALSE	none	148	172	
1	s1	Sos-1 coordinates the activation of Ras and Rac	[]		-		FALSE	none	173	220	
2	s2	Signaling from receptor tyrosine kinases ( RTKs ) *	[]		p4		FALSE	fact	964	1012	
3	s2	requires the sequential activation of the small GTPases Ras and Rac .	[]		p4		FALSE	fact	1013	1081	
4	s3	"Son of sevenless ( Sos-1 ) , a bifunctional guanine nucleotide exchange factor ( GEF ) , activates Ras in vivo and displays Rac-GEF activity in vitro ,"	[]		p4		FALSE	fact	1082	1226	
5	s3	"when engaged in a tricomplex with Eps8 and E3b1-Abi-1 , a RTK substrate and an adaptor protein , respectively ."	[]		p4		FALSE	fact	1227	1335	
6	s4	A mechanistic understanding of	[]		p4		FALSE	problem	1336	1366	
7	s4	"how Sos-1 coordinates Ras and Rac activity is , however , still missing ."	[]		p4		FALSE	problem	1367	1437	
8	s5	"Here , we demonstrate that ( a ) Sos-1 , E3b1 , and Eps8 assemble into a tricomplex in vivo under physiological conditions ; ( b ) Grb2 and E3b1 bind through their SH3 domains to the same binding site on Sos-1 , thus determining the formation of either a Sos-1-Grb2 ( S/G ) or a Sos-1-E3b1-Eps8 ( S/E/E8 ) complex , endowed with Ras - and Rac-specific GEF activities , respectively ; ( c ) the Sos-1-Grb2 complex is disrupted upon RTKs activation , whereas the S/E/E8 complex is not ; and ( d ) in keeping with the previous result , the activation of Ras by growth factors is short-lived , whereas the activation of Rac is sustained ."	[]		p4		FALSE	fact	1438	2046	
9	s6	"Thus , the involvement of Sos-1 at two distinct and differentially regulated steps of the signaling cascade allows for coordinated activation of Ras and Rac and different duration of their signaling within the cell ."	[]		p4		FALSE	implication	2047	2261	
10	s7	Introduction	[header-0]		title5	Introduction	FALSE	none	2290	2302	
11	s8	"A major mechanism of signal transduction by receptor tyrosine kinases ( RTKs ) * involves the activation of small GTPases , among"	[]		p6	Introduction	FALSE	fact	2303	2428	
12	s8	"which Ras and Rac are pivotal ( Scita et al. , 2000 ) ."	[exLink]		p6	Introduction	FALSE	fact	2429	2480	
13	s9	"There is evidence for hierarchical organization of small GTPases in signal transduction pathways ( Van Aelst and D'Souza-Schorey , 1997 ; Hall , 1998 ; Scita et al. , 2000 ) ."	[exLink]		p6	Introduction	FALSE	fact	2481	2648	
14	s10	"In addition , regulators of small GTPase activity , such as the guanine nucleotide exchange factor ( GEF ) son of sevenless ( Sos-1 ) , appear"	[]		p6	Introduction	FALSE	fact	2649	2784	
15	s10	"to control different events in the signaling cascade ( for review see Bar-Sagi and Hall , 2000 ; Schlessinger , 2000 ; Scita et al. , 2000 ) ."	[exLink]		p6	Introduction	FALSE	fact	2785	2919	
16	s11	A scenario can thus be envisioned in	[]		p6	Introduction	FALSE	hypothesis	2920	2956	
17	s11	which coordinated and/or sequential activation of small GTPases is achieved through the action of the same regulator at multiple steps .	[]		p6	Introduction	FALSE	hypothesis	2957	3092	
18	s12	"The molecular mechanisms involved , however , remain yet"	[]		p6	Introduction	FALSE	problem	3093	3147	
19	s12	to be understood .	[]		p6	Introduction	FALSE	problem	3148	3165	
20	s13	"Sos-1 is a well-known Ras-GEF ( for review see Bar-Sagi , 1994 ; Schlessinger , 2000 ) ,"	[exLink]		p6	Introduction	FALSE	fact	3166	3248	
21	s13	"whose specific catalytic activity is encoded by its Cdc25-like domain ( Bar-Sagi , 1994 ) ."	[exLink]		p6	Introduction	FALSE	fact	3249	3336	
22	s14	Elegant biochemical and genetic studies have clarified	[]		p6	Introduction	FALSE	method	3337	3391	
23	s14	"how the proline-rich COOH-terminal tail of Sos-1 interacts with the SH3-containing adaptor molecule Grb2 ( Bar-Sagi , 1994 ) ."	[exLink]		p6	Introduction	FALSE	implication	3392	3514	
24	s15	Grb2 in turn displays	[]		p6	Introduction	FALSE	fact	3515	3536	
25	s15	"a SH2 domain responsible for the recruitment of the Grb2-Sos-1 complex to active , autophosphorylated RTKs ( Lowenstein et al. , 1992 ; Ceresa and Pessin , 1998 ) ."	[exLink]		p6	Introduction	FALSE	fact	3537	3694	
26	s16	The relocalization of the complex to the plasma membrane is thought	[]		p6	Introduction	FALSE	hypothesis	3695	3762	
27	s16	"to be sufficient for Sos-1 to catalyze the exchange of guanine nucleotides on Ras , which is also present at the membrane , with ensuing activation of this small GTPase ."	[]		p6	Introduction	FALSE	hypothesis	3763	3930	
28	s17	"Active Ras ( Ras-GTP ) triggers a number of signaling cascades , among"	[]		p7	Introduction	FALSE	fact	3931	3998	
29	s17	"which is the one connecting Ras to Rac , a member of the Rho subfamily of small GTPases ."	[]		p7	Introduction	FALSE	fact	3999	4086	
30	s18	There is evidence	[]		p7	Introduction	FALSE	fact	4087	4104	
31	s18	that Sos-1 is also active at this step .	[]		p7	Introduction	FALSE	fact	4105	4144	
32	s19	"First , Sos-1 contains a Dbl homology domain in tandem with a Pleckstrin homology domain , a module responsible for GEF activity on Rho GTPases ( Cerione and Zheng , 1996 ; Nimnual et al. , 1998 ) ."	[exLink]		p7	Introduction	FALSE	fact	4145	4335	
33	s20	"Second , and most importantly , Sos-1 has been shown"	[]		p7	Introduction	FALSE	result	4336	4386	
34	s20	"to form a tricomplex in vivo with two signaling molecules , Eps8 ( Fazioli et al. , 1993 ) and E3b1 ( also known as Abi-1 ) ( Shi et al. , 1995 ; Biesova et al. , 1997 ) ."	[exLink]		p7	Introduction	FALSE	result	4387	4546	
35	s21	"E3b1 contains a SH3 domain and binds Sos-1 ( Scita et al. , 1999 ; Fan and Goff , 2000 ) ."	[exLink]		p7	Introduction	FALSE	result	4547	4631	
36	s22	"In addition , E3b1 binds to the SH3 domain of Eps8 ( Biesova et al. , 1997 ) ."	[exLink]		p7	Introduction	FALSE	result	4632	4705	
37	s23	"Thus E3b1 acts as a scaffold protein ,"	[]		p7	Introduction	FALSE	implication	4706	4743	
38	s23	which holds together Sos-1 and Eps8 .	[]		p7	Introduction	FALSE	implication	4744	4780	
39	s24	"The tricomplex Sos-1-E3b1-Eps8 ( S/E/E8 ) is endowed with Rac GEF activity in vitro ( Scita et al. , 1999 ) ."	[exLink]		p7	Introduction	FALSE	result	4781	4884	
40	s25	"Thus , the sum of the above observation raises the possibility"	[]		p7	Introduction	FALSE	implication	4885	4946	
41	s25	"that Sos-1 might function at different step in the signaling cascade , acting as a Ras-GEF and a Rac-GEF , respectively ."	[]		p7	Introduction	FALSE	implication	4947	5065	
42	s26	"A number of outstanding questions need clarification , however , before such a model could be accepted"	[]		p7	Introduction	FALSE	problem	5066	5166	
43	s26	does a trimeric S/E/E8 complex exist under physiological conditions ?	[]		p7	Introduction	FALSE	problem	5167	5236	
44	s27	How is the specificity of Sos-1 directed toward Ras or Rac ?	[]		p7	Introduction	FALSE	problem	5237	5296	
45	s28	Does the putative dual function of Sos-1 provide a mechanistic framework for the coordinated activation of Ras and Rac ?	[]		p7	Introduction	FALSE	problem	5297	5416	
46	s29	The present studies were undertaken	[]		p7	Introduction	FALSE	goal	5417	5452	
47	s29	to elucidate these questions .	[]		p7	Introduction	FALSE	goal	5453	5482	
48	s30	Results	[header-0]		title8	Results	FALSE	none	5483	5490	
49	s31	The S/E/E8 complex exists under physiological conditions	[header-1]		title9	Results	FALSE	fact	5491	5547	
50	s32	"In previous studies , we showed"	[]		p10	Results	FALSE	result	5548	5578	
51	s32	"that Sos-1 , E3b1 , and Eps8 could form a trimeric complex in vivo upon concomitant overexpression of the three proteins ."	[]		p10	Results	FALSE	implication	5579	5698	
52	s33	"However , we failed"	[]		p10	Results	FALSE	result	5699	5717	
53	s33	"to detect the existence of an endogenous S/E/E8 complex ( Scita et al. , 1999 ) ."	[exLink]		p10	Results	FALSE	result	5718	5795	
54	s34	We reasoned	[]		p10	Results	FALSE	hypothesis	5796	5807	
55	s34	that this could be due to the low efficiency of the immunoprecipitating antibodies used .	[]		p10	Results	FALSE	hypothesis	5808	5896	
56	s35	We thus sought	[]		p10	Results	FALSE	goal	5897	5911	1a
57	s35	to exploit the availability of eps8-/ - fibroblasts to circumvent this problem .	[]		p10	Results	FALSE	goal	5912	5990	1a
